Elution volume;;UV1_280nm;Activity [%];Absorption at 280nm;UV2_360nm;;UV3_410nm;;Cond;;Cond%;;Conc;;pH;;Pressure;;Flow;;Temp;;Fractions;;Inject;;UV1_280nm@01,BASEM;;Logbook;
27.56;;36.00;;-0.14;36.00;319.76;36.00;309.85;39.38;20.88;45.00;20.90;45.00;0.00;45.00;7.07;39.37;1.26;39.38;0.70;45.00;25.80;;;;;36.00;-0.14;;
27.60;;36.05;;-0.18;36.05;319.81;36.05;309.79;39.43;20.88;45.07;20.90;45.07;0.00;45.07;7.07;39.43;1.27;39.43;0.70;45.07;25.80;;;;;36.05;-0.18;;
27.64;;36.11;;-0.22;36.11;319.71;36.11;309.83;39.49;20.89;45.13;20.90;45.13;0.00;45.13;7.07;39.49;1.26;39.49;0.70;45.13;25.80;;;;;36.11;-0.22;;
27.69;;36.16;;-0.23;36.16;319.74;36.16;309.82;39.55;20.89;45.20;20.90;45.20;0.00;45.20;7.07;39.55;1.26;39.55;0.70;45.20;25.80;;;;;36.16;-0.23;;
27.73;;36.21;;-0.24;36.21;319.76;36.21;309.78;39.61;20.89;45.27;20.90;45.27;0.00;45.27;7.07;39.61;1.26;39.61;0.70;45.27;25.80;;;;;36.21;-0.24;;
27.77;;36.27;;-0.28;36.27;319.74;36.27;309.75;39.67;20.89;45.33;20.90;45.33;0.00;45.33;7.07;39.67;1.26;39.67;0.70;45.33;25.80;;;;;36.27;-0.28;;
27.81;;36.32;;-0.28;36.32;319.76;36.32;309.70;39.73;20.89;45.40;20.90;45.40;0.00;45.40;7.07;39.72;1.26;39.73;0.70;45.40;25.80;;;;;36.32;-0.28;;
27.85;;36.37;;-0.30;36.37;319.77;36.37;309.78;39.78;20.89;45.47;20.90;45.47;0.00;45.47;7.07;39.78;1.26;39.78;0.70;45.47;25.80;;;;;36.37;-0.30;;
27.89;;36.43;;-0.33;36.43;319.68;36.43;309.87;39.84;20.89;45.53;20.90;45.53;0.00;45.53;7.07;39.84;1.26;39.84;0.70;45.53;25.80;;;;;36.43;-0.33;;
27.93;;36.48;;-0.31;36.48;319.72;36.48;309.81;39.90;20.88;45.60;20.90;45.60;0.00;45.60;7.07;39.90;1.26;39.90;0.70;45.60;25.80;;;;;36.48;-0.31;;
27.97;;36.53;;-0.33;36.53;319.66;36.53;309.74;39.96;20.88;45.67;20.90;45.67;0.00;45.67;7.07;39.96;1.26;39.96;0.70;45.67;25.80;;;;;36.53;-0.33;;
28.01;;36.59;;-0.36;36.59;319.65;36.59;309.64;40.02;20.88;45.73;20.90;45.73;0.00;45.73;7.07;40.02;1.26;40.02;0.70;45.73;25.80;;;;;36.59;-0.36;;
28.05;;36.64;;-0.36;36.64;319.73;36.64;309.61;40.08;20.89;45.80;20.90;45.80;0.00;45.80;7.07;40.07;1.28;40.08;0.70;45.80;25.80;;;;;36.64;-0.36;;
28.09;;36.69;;-0.39;36.69;319.73;36.69;309.62;40.13;20.89;45.87;20.90;45.87;0.00;45.87;7.07;40.13;1.26;40.13;0.70;45.87;25.80;;;;;36.69;-0.39;;
28.13;;36.75;;-0.40;36.75;319.65;36.75;309.61;40.19;20.89;45.93;20.90;45.93;0.00;45.93;7.07;40.19;1.26;40.19;0.70;45.93;25.80;;;;;36.75;-0.40;;
28.18;;36.80;;-0.41;36.80;319.68;36.80;309.60;40.25;20.89;46.00;20.90;46.00;0.00;46.00;7.07;40.25;1.26;40.25;0.70;46.00;25.80;;;;;36.80;-0.41;;
28.22;;36.85;;-0.43;36.85;319.70;36.85;309.64;40.31;20.89;46.07;20.90;46.07;0.00;46.07;7.07;40.31;1.26;40.31;0.70;46.07;25.80;;;;;36.85;-0.43;;
28.26;;36.91;;-0.41;36.91;319.71;36.91;309.65;40.37;20.89;46.13;20.90;46.13;0.00;46.13;7.07;40.37;1.27;40.37;0.70;46.13;25.80;;;;;36.91;-0.41;;
28.30;;36.96;;-0.40;36.96;319.72;36.96;309.69;40.43;20.89;46.20;20.90;46.20;0.00;46.20;7.07;40.42;1.26;40.43;0.70;46.20;25.80;;;;;36.96;-0.40;;
28.34;;37.01;;-0.42;37.01;319.72;37.01;309.59;40.48;20.89;46.27;20.90;46.27;0.00;46.27;7.07;40.48;1.27;40.48;0.70;46.27;25.80;;;;;37.01;-0.42;;
28.38;;37.07;;-0.43;37.07;319.58;37.07;309.63;40.54;20.89;46.33;20.90;46.33;0.00;46.33;7.07;40.54;1.26;40.54;0.70;46.33;25.80;;;;;37.07;-0.43;;
28.42;;37.12;;-0.45;37.12;319.61;37.12;309.64;40.60;20.89;46.40;20.90;46.40;0.00;46.40;7.07;40.60;1.26;40.60;0.70;46.40;25.80;;;;;37.12;-0.45;;
28.46;;37.17;;-0.45;37.17;319.66;37.17;309.59;40.66;20.89;46.47;20.90;46.47;0.00;46.47;7.07;40.66;1.26;40.66;0.70;46.47;25.80;;;;;37.17;-0.45;;
28.50;;37.23;;-0.47;37.23;319.65;37.23;309.60;40.72;20.89;46.53;20.90;46.53;0.00;46.53;7.07;40.72;1.26;40.72;0.70;46.53;25.80;;;;;37.23;-0.47;;
28.54;;37.28;;-0.52;37.28;319.64;37.28;309.66;40.78;20.89;46.60;20.90;46.60;0.00;46.60;7.07;40.77;1.29;40.78;0.70;46.60;25.80;;;;;37.28;-0.52;;
28.58;;37.33;;-0.52;37.33;319.60;37.33;309.66;40.83;20.89;46.67;20.90;46.67;0.00;46.67;7.07;40.83;1.27;40.83;0.70;46.67;25.80;;;;;37.33;-0.52;;
28.62;;37.39;;-0.53;37.39;319.75;37.39;309.63;40.89;20.89;46.73;20.90;46.73;0.00;46.73;7.07;40.89;1.26;40.89;0.70;46.73;25.80;;;;;37.39;-0.53;;
28.67;;37.44;;-0.54;37.44;319.80;37.44;309.63;40.95;20.89;46.80;20.90;46.80;0.00;46.80;7.07;40.95;1.27;40.95;0.70;46.80;25.80;;;;;37.44;-0.54;;
28.71;;37.49;;-0.57;37.49;319.67;37.49;309.63;41.01;20.89;46.87;20.90;46.87;0.00;46.87;7.07;41.01;1.27;41.01;0.70;46.87;25.80;;;;;37.49;-0.57;;
28.75;;37.55;;-0.60;37.55;319.71;37.55;309.64;41.07;20.90;46.93;20.90;46.93;0.00;46.93;7.07;41.07;1.28;41.07;0.70;46.93;25.80;;;;;37.55;-0.60;;
28.79;;37.60;;-0.55;37.60;319.75;37.60;309.69;41.13;20.91;47.00;20.90;47.00;0.00;47.00;7.07;41.12;1.27;41.13;0.70;47.00;25.80;;;;;37.60;-0.55;;
28.83;;37.65;;-0.56;37.65;319.74;37.65;309.70;41.18;20.91;47.07;20.90;47.07;0.00;47.07;7.07;41.18;1.27;41.18;0.70;47.07;25.80;;;;;37.65;-0.56;;
28.87;;37.71;;-0.57;37.71;319.76;37.71;309.70;41.24;20.90;47.13;20.90;47.13;0.00;47.13;7.07;41.24;1.26;41.24;0.70;47.13;25.80;;;;;37.71;-0.57;;
28.91;;37.76;;-0.54;37.76;319.65;37.76;309.69;41.30;20.90;47.20;20.90;47.20;0.00;47.20;7.07;41.30;1.26;41.30;0.70;47.20;25.80;;;;;37.76;-0.54;;
28.95;;37.81;;-0.58;37.81;319.67;37.81;309.67;41.36;20.90;47.27;20.90;47.27;0.00;47.27;7.07;41.36;1.26;41.36;0.70;47.27;25.80;;;;;37.81;-0.58;;
28.99;;37.87;;-0.59;37.87;319.68;37.87;309.61;41.42;20.89;47.33;20.90;47.33;0.00;47.33;7.07;41.42;1.26;41.42;0.70;47.33;25.80;;;;;37.87;-0.59;;
29.03;;37.92;;-0.59;37.92;319.65;37.92;309.66;41.48;20.89;47.40;20.90;47.40;0.00;47.40;7.07;41.47;1.28;41.48;0.70;47.40;25.80;;;;;37.92;-0.59;;
29.07;;37.97;;-0.58;37.97;319.79;37.97;309.74;41.53;20.89;47.47;20.90;47.47;0.00;47.47;7.07;41.53;1.27;41.53;0.70;47.47;25.80;;;;;37.97;-0.58;;
29.11;;38.03;;-0.57;38.03;319.74;38.03;309.77;41.59;20.90;47.53;20.90;47.53;0.00;47.53;7.07;41.59;1.26;41.59;0.70;47.53;25.80;;;;;38.03;-0.57;;
29.16;;38.08;;-0.53;38.08;319.74;38.08;309.80;41.65;20.90;47.60;20.90;47.60;0.00;47.60;7.07;41.65;1.26;41.65;0.70;47.60;25.80;;;;;38.08;-0.53;;
29.20;;38.13;;-0.53;38.13;319.72;38.13;309.78;41.71;20.90;47.67;20.90;47.67;0.00;47.67;7.07;41.71;1.26;41.71;0.70;47.67;25.80;;;;;38.13;-0.53;;
29.24;;38.19;;-0.53;38.19;319.74;38.19;309.77;41.77;20.90;47.73;20.90;47.73;0.00;47.73;7.07;41.77;1.27;41.77;0.70;47.73;25.80;;;;;38.19;-0.53;;
29.28;;38.24;;-0.52;38.24;319.82;38.24;309.79;41.83;20.90;47.80;20.90;47.80;0.00;47.80;7.07;41.82;1.27;41.83;0.70;47.80;25.80;;;;;38.24;-0.52;;
29.32;;38.29;;-0.51;38.29;319.78;38.29;309.84;41.88;20.90;47.87;20.90;47.87;0.00;47.87;7.07;41.88;1.27;41.88;0.70;47.87;25.80;;;;;38.29;-0.51;;
29.36;;38.35;;-0.54;38.35;319.73;38.35;309.82;41.94;20.90;47.93;20.90;47.93;0.00;47.93;7.07;41.94;1.27;41.94;0.70;47.93;25.80;;;;;38.35;-0.54;;
29.40;;38.40;;-0.54;38.40;319.67;38.40;309.76;42.00;20.90;48.00;20.90;48.00;0.00;48.00;7.07;42.00;1.26;42.00;0.70;48.00;25.80;;;;;38.40;-0.54;;
29.44;;38.45;;-0.50;38.45;319.62;38.45;309.73;42.06;20.90;48.07;20.90;48.07;0.00;48.07;7.07;42.06;1.26;42.06;0.70;48.07;25.80;;;;;38.45;-0.50;;
29.48;;38.51;;-0.54;38.51;319.57;38.51;309.67;42.12;20.90;48.13;20.90;48.13;0.00;48.13;7.07;42.12;1.27;42.12;0.70;48.13;25.80;;;;;38.51;-0.54;;
29.52;;38.56;;-0.56;38.56;319.69;38.56;309.72;42.18;20.90;48.20;20.90;48.20;0.00;48.20;7.07;42.17;1.27;42.18;0.70;48.20;25.80;;;;;38.56;-0.56;;
29.56;;38.61;;-0.58;38.61;319.72;38.61;309.68;42.23;20.90;48.27;20.90;48.27;0.00;48.27;7.07;42.23;1.28;42.23;0.70;48.27;25.80;;;;;38.61;-0.58;;
29.60;;38.67;;-0.62;38.67;319.67;38.67;309.61;42.29;20.90;48.33;20.90;48.33;0.00;48.33;7.07;42.29;1.26;42.29;0.70;48.33;25.80;;;;;38.67;-0.62;;
29.65;;38.72;;-0.62;38.72;319.67;38.72;309.64;42.35;20.90;48.40;20.90;48.40;0.00;48.40;7.07;42.35;1.27;42.35;0.70;48.40;25.80;;;;;38.72;-0.62;;
29.69;;38.77;;-0.59;38.77;319.66;38.77;309.59;42.41;20.90;48.47;20.90;48.47;0.00;48.47;7.07;42.41;1.27;42.41;0.70;48.47;25.80;;;;;38.77;-0.59;;
29.73;;38.83;;-0.56;38.83;319.72;38.83;309.59;42.47;20.90;48.53;20.90;48.53;0.00;48.53;7.07;42.47;1.26;42.47;0.70;48.53;25.80;;;;;38.83;-0.56;;
29.77;;38.88;;-0.56;38.88;319.70;38.88;309.66;42.53;20.90;48.60;20.90;48.60;0.00;48.60;7.07;42.52;1.28;42.53;0.70;48.60;25.80;;;;;38.88;-0.56;;
29.81;;38.93;;-0.56;38.93;319.74;38.93;309.65;42.58;20.90;48.67;20.90;48.67;0.00;48.67;7.07;42.58;1.27;42.58;0.70;48.67;25.80;;;;;38.93;-0.56;;
29.85;;38.99;;-0.57;38.99;319.81;38.99;309.67;42.64;20.90;48.73;20.90;48.73;0.00;48.73;7.07;42.64;1.28;42.64;0.70;48.73;25.80;;;;;38.99;-0.57;;
29.89;;39.04;;-0.57;39.04;319.77;39.04;309.68;42.70;20.90;48.80;20.90;48.80;0.00;48.80;7.07;42.70;1.27;42.70;0.70;48.80;25.80;;;;;39.04;-0.57;;
29.93;;39.09;;-0.58;39.09;319.72;39.09;309.75;42.76;20.90;48.87;20.90;48.87;0.00;48.87;7.07;42.76;1.26;42.76;0.70;48.87;25.80;;;;;39.09;-0.58;;
29.97;;39.15;;-0.59;39.15;319.66;39.15;309.68;42.82;20.90;48.93;20.90;48.93;0.00;48.93;7.07;42.82;1.26;42.82;0.70;48.93;25.80;;;;;39.15;-0.59;;
30.01;;39.20;;-0.61;39.20;319.68;39.20;309.59;42.88;20.90;49.00;20.90;49.00;0.00;49.00;7.07;42.87;1.27;42.88;0.70;49.00;25.80;;;;;39.20;-0.61;;
30.05;;39.25;;-0.63;39.25;319.68;39.25;309.60;42.93;20.90;49.07;20.90;49.07;0.00;49.07;7.07;42.93;1.28;42.93;0.70;49.07;25.80;;;;;39.25;-0.63;;
30.09;;39.31;;-0.64;39.31;319.69;39.31;309.60;42.99;20.90;49.13;20.90;49.13;0.00;49.13;7.07;42.99;1.27;42.99;0.70;49.13;25.80;;;;;39.31;-0.64;;
30.14;;39.36;;-0.65;39.36;319.76;39.36;309.63;43.05;20.90;49.20;20.90;49.20;0.00;49.20;7.07;43.05;1.27;43.05;0.70;49.20;25.80;;;;;39.36;-0.65;;
30.18;;39.41;;-0.68;39.41;319.75;39.41;309.63;43.11;20.90;49.27;20.90;49.27;0.00;49.27;7.07;43.11;1.26;43.11;0.70;49.27;25.80;;;;;39.41;-0.68;;
30.22;;39.47;;-0.67;39.47;319.72;39.47;309.61;43.17;20.90;49.33;20.90;49.33;0.00;49.33;7.07;43.17;1.26;43.17;0.70;49.33;25.80;;;;;39.47;-0.67;;
30.26;;39.52;;-0.65;39.52;319.74;39.52;309.66;43.23;20.90;49.40;20.90;49.40;0.00;49.40;7.07;43.22;1.29;43.23;0.70;49.40;25.80;;;;;39.52;-0.65;;
30.30;;39.57;;-0.68;39.57;319.75;39.57;309.68;43.28;20.90;49.47;20.90;49.47;0.00;49.47;7.07;43.28;1.28;43.28;0.70;49.47;25.80;;;;;39.57;-0.68;;
30.34;;39.63;;-0.70;39.63;319.73;39.63;309.68;43.34;20.90;49.53;20.90;49.53;0.00;49.53;7.07;43.34;1.27;43.34;0.70;49.53;25.80;;;;;39.63;-0.70;;
30.38;;39.68;;-0.67;39.68;319.70;39.68;309.68;43.40;20.90;49.60;20.90;49.60;0.00;49.60;7.07;43.40;1.28;43.40;0.70;49.60;25.80;;;;;39.68;-0.67;;
30.42;;39.73;;-0.64;39.73;319.60;39.73;309.73;43.46;20.90;49.67;20.90;49.67;0.00;49.67;7.07;43.46;1.26;43.46;0.70;49.67;25.80;;;;;39.73;-0.64;;
30.46;;39.79;;-0.66;39.79;319.67;39.79;309.71;43.52;20.90;49.73;20.90;49.73;0.00;49.73;7.07;43.52;1.27;43.52;0.70;49.73;25.80;;;;;39.79;-0.66;;
30.50;;39.84;;-0.70;39.84;319.73;39.84;309.61;43.58;20.90;49.80;20.90;49.80;0.00;49.80;7.07;43.57;1.26;43.58;0.70;49.80;25.80;;;;;39.84;-0.70;;
30.54;;39.89;;-0.73;39.89;319.68;39.89;309.56;43.63;20.90;49.87;20.90;49.87;0.00;49.87;7.07;43.63;1.28;43.63;0.70;49.87;25.80;;;;;39.89;-0.73;;
30.58;;39.95;;-0.75;39.95;319.77;39.95;309.58;43.69;20.90;49.93;20.90;49.93;0.00;49.93;7.07;43.69;1.28;43.69;0.70;49.93;25.80;;;;;39.95;-0.75;;
30.63;;40.00;;-0.71;40.00;319.83;40.00;309.67;43.75;20.90;50.00;20.90;50.00;0.00;50.00;7.07;43.75;1.26;43.75;0.70;50.00;25.80;;;;;40.00;-0.71;;
30.67;;40.05;;-0.64;40.05;319.78;40.05;309.76;43.81;20.90;50.07;20.90;50.07;0.00;50.07;7.07;43.81;1.26;43.81;0.70;50.07;25.80;;;;;40.05;-0.64;;
30.71;;40.11;;-0.61;40.11;319.78;40.11;309.76;43.87;20.90;50.13;20.90;50.13;0.00;50.13;7.07;43.87;1.26;43.87;0.70;50.13;25.80;;;;;40.11;-0.61;;
30.75;;40.16;;-0.64;40.16;319.75;40.16;309.77;43.93;20.90;50.20;20.90;50.20;0.00;50.20;7.07;43.92;1.27;43.93;0.70;50.20;25.80;;;;;40.16;-0.64;;
30.79;;40.21;;-0.65;40.21;319.76;40.21;309.73;43.98;20.90;50.27;20.90;50.27;0.00;50.27;7.07;43.98;1.29;43.98;0.70;50.27;25.80;;;;;40.21;-0.65;;
30.83;;40.27;;-0.61;40.27;319.79;40.27;309.70;44.04;20.90;50.33;20.90;50.33;0.00;50.33;7.07;44.04;1.27;44.04;0.70;50.33;25.80;;;;;40.27;-0.61;;
30.87;;40.32;;-0.62;40.32;319.67;40.32;309.69;44.10;20.90;50.40;20.90;50.40;0.00;50.40;7.07;44.10;1.26;44.10;0.70;50.40;25.80;;;;;40.32;-0.62;;
30.91;;40.37;;-0.64;40.37;319.73;40.37;309.73;44.16;20.90;50.47;20.90;50.47;0.00;50.47;7.07;44.16;1.26;44.16;0.70;50.47;25.80;;;;;40.37;-0.64;;
30.95;;40.43;;-0.64;40.43;319.72;40.43;309.76;44.22;20.90;50.53;20.90;50.53;0.00;50.53;7.07;44.22;1.26;44.22;0.70;50.53;25.80;;;;;40.43;-0.64;;
30.99;;40.48;;-0.68;40.48;319.67;40.48;309.77;44.28;20.90;50.60;20.90;50.60;0.00;50.60;7.07;44.27;1.28;44.28;0.70;50.60;25.80;;;;;40.48;-0.68;;
31.03;;40.53;;-0.68;40.53;319.67;40.53;309.72;44.33;20.90;50.67;20.90;50.67;0.00;50.67;7.07;44.33;1.28;44.33;0.70;50.67;25.80;;;;;40.53;-0.68;;
31.07;;40.59;;-0.70;40.59;319.69;40.59;309.66;44.39;20.90;50.73;20.90;50.73;0.00;50.73;7.07;44.39;1.29;44.39;0.70;50.73;25.80;;;;;40.59;-0.70;;
31.12;;40.64;;-0.73;40.64;319.66;40.64;309.70;44.45;20.90;50.80;20.90;50.80;0.00;50.80;7.07;44.45;1.27;44.45;0.70;50.80;25.80;;;;;40.64;-0.73;;
31.16;;40.69;;-0.72;40.69;319.69;40.69;309.67;44.51;20.91;50.87;20.90;50.87;0.00;50.87;7.07;44.51;1.27;44.51;0.70;50.87;25.80;;;;;40.69;-0.72;;
31.20;;40.75;;-0.72;40.75;319.74;40.75;309.67;44.57;20.91;50.93;20.90;50.93;0.00;50.93;7.07;44.57;1.28;44.57;0.70;50.93;25.80;;;;;40.75;-0.72;;
31.24;;40.80;;-0.76;40.80;319.67;40.80;309.63;44.63;20.91;51.00;20.90;51.00;0.00;51.00;7.07;44.62;1.26;44.63;0.70;51.00;25.80;;;;;40.80;-0.76;;
31.28;;40.85;;-0.72;40.85;319.67;40.85;309.60;44.68;20.91;51.07;20.90;51.07;0.00;51.07;7.07;44.68;1.29;44.68;0.70;51.07;25.80;;;;;40.85;-0.72;;
31.32;;40.91;;-0.70;40.91;319.65;40.91;309.59;44.74;20.91;51.13;20.90;51.13;0.00;51.13;7.07;44.74;1.28;44.74;0.70;51.13;25.80;;;;;40.91;-0.70;;
31.36;;40.96;;-0.72;40.96;319.61;40.96;309.59;44.80;20.90;51.20;20.90;51.20;0.00;51.20;7.07;44.80;1.27;44.80;0.70;51.20;25.80;;;;;40.96;-0.72;;
31.40;;41.01;;-0.71;41.01;319.59;41.01;309.59;44.86;20.90;51.27;20.90;51.27;0.00;51.27;7.07;44.86;1.26;44.86;0.70;51.27;25.80;;;;;41.01;-0.71;;
31.44;;41.07;;-0.71;41.07;319.70;41.07;309.56;44.92;20.90;;;;;;;44.92;1.26;44.92;0.70;;;;;;;41.07;-0.71;;
31.48;;41.12;;-0.73;41.12;319.66;41.12;309.57;44.98;20.90;;;;;;;44.97;1.29;44.98;0.70;;;;;;;41.12;-0.73;;
31.52;;41.17;;-0.73;41.17;319.65;41.17;309.60;45.03;20.90;;;;;;;45.03;1.28;45.03;0.70;;;;;;;41.17;-0.73;;
31.56;;41.23;;-0.72;41.23;319.69;41.23;309.60;45.09;20.90;;;;;;;45.09;1.28;45.09;0.70;;;;;;;41.23;-0.72;;
31.61;;41.28;;-0.69;41.28;319.70;41.28;309.60;45.15;20.90;;;;;;;45.15;1.27;45.15;0.70;;;;;;;41.28;-0.69;;
31.65;;41.33;;-0.66;41.33;319.69;41.33;309.69;45.21;20.90;;;;;;;45.21;1.26;45.21;0.70;;;;;;;41.33;-0.66;;
31.69;;41.39;;-0.65;41.39;319.71;41.39;309.62;45.27;20.90;;;;;;;45.27;1.28;45.27;0.70;;;;;;;41.39;-0.65;;
31.73;;41.44;;-0.69;41.44;319.72;41.44;309.58;45.33;20.90;;;;;;;45.32;1.27;45.33;0.70;;;;;;;41.44;-0.69;;
31.77;;41.49;;-0.70;41.49;319.75;41.49;309.64;45.38;20.90;;;;;;;45.38;1.28;45.38;0.70;;;;;;;41.49;-0.70;;
31.81;;41.55;;-0.68;41.55;319.72;41.55;309.58;45.44;20.90;;;;;;;45.44;1.28;45.44;0.70;;;;;;;41.55;-0.68;;
31.85;;41.60;;-0.66;41.60;319.72;41.60;309.62;45.50;20.90;;;;;;;45.50;1.28;45.50;0.70;;;;;;;41.60;-0.66;;
31.89;;41.65;;-0.65;41.65;319.81;41.65;309.69;45.56;20.90;;;;;;;45.56;1.28;45.56;0.70;;;;;;;41.65;-0.65;;
31.93;;41.71;;-0.64;41.71;319.84;41.71;309.62;45.62;20.90;;;;;;;45.62;1.27;45.62;0.70;;;;;;;41.71;-0.65;;
31.97;;41.76;;-0.64;41.76;319.75;41.76;309.57;45.68;20.90;;;;;;;45.67;1.27;45.68;0.70;;;;;;;41.76;-0.65;;
32.01;;41.81;;-0.66;41.81;319.70;41.81;309.54;45.73;20.91;;;;;;;45.73;1.28;45.73;0.70;;;;;;;41.81;-0.66;;
32.05;;41.87;;-0.71;41.87;319.67;41.87;309.61;45.79;20.91;;;;;;;45.79;1.27;45.79;0.70;;;;;;;41.87;-0.71;;
32.10;;41.92;;-0.69;41.92;319.67;41.92;309.61;45.85;20.91;;;;;;;45.85;1.28;45.85;0.70;;;;;;;41.92;-0.69;;
32.14;;41.97;;-0.70;41.97;319.69;41.97;309.57;45.91;20.91;;;;;;;45.91;1.27;45.91;0.70;;;;;;;41.97;-0.70;;
32.18;;42.03;;-0.72;42.03;319.72;42.03;309.67;45.97;20.91;;;;;;;45.97;1.27;45.97;0.70;;;;;;;42.03;-0.72;;
32.22;;42.08;;-0.67;42.08;319.78;42.08;309.84;46.03;20.91;;;;;;;46.02;1.27;46.03;0.70;;;;;;;42.08;-0.67;;
32.26;;42.13;;-0.65;42.13;319.81;42.13;309.86;46.08;20.91;;;;;;;46.08;1.28;46.08;0.70;;;;;;;42.13;-0.67;;
32.30;;42.19;;-0.66;42.19;319.79;42.19;309.82;46.14;20.90;;;;;;;46.14;1.28;46.14;0.70;;;;;;;42.19;-0.67;;
32.34;;42.24;;-0.67;42.24;319.86;42.24;309.78;46.20;20.90;;;;;;;46.20;1.28;46.20;0.70;;;;;;;42.24;-0.68;;
32.38;;42.29;;-0.68;42.29;319.87;42.29;309.78;46.26;20.90;;;;;;;46.26;1.27;46.26;0.70;;;;;;;42.29;-0.68;;
32.42;;42.35;;-0.65;42.35;319.73;42.35;309.77;46.32;20.90;;;;;;;46.32;1.28;46.32;0.70;;;;;;;42.35;-0.68;;
32.46;;42.40;;-0.63;42.40;319.78;42.40;309.71;46.38;20.90;;;;;;;46.37;1.27;46.38;0.70;;;;;;;42.40;-0.68;;
32.50;;42.45;;-0.65;42.45;319.86;42.45;309.74;46.43;20.90;;;;;;;46.43;1.28;46.43;0.70;;;;;;;42.45;-0.69;;
32.54;;42.51;;-0.66;42.51;319.81;42.51;309.84;46.49;20.90;;;;;;;46.49;1.28;46.49;0.70;;;;;;;42.51;-0.69;;
32.59;;42.56;;-0.70;42.56;319.83;42.56;309.78;46.55;20.90;;;;;;;46.55;1.27;46.55;0.70;;;;;;;42.56;-0.70;;
32.63;;42.61;;-0.67;42.61;319.79;42.61;309.70;46.61;20.90;;;;;;;46.61;1.28;46.61;0.70;;;;;;;42.61;-0.69;;
32.67;;42.67;;-0.67;42.67;319.76;42.67;309.66;46.67;20.90;;;;;;;46.67;1.26;46.67;0.70;;;;;;;42.67;-0.70;;
32.71;;42.72;;-0.68;42.72;319.76;42.72;309.58;46.73;20.90;;;;;;;46.72;1.28;46.73;0.70;;;;;;;42.72;-0.70;;
32.75;;42.77;;-0.69;42.77;319.72;42.77;309.62;46.78;20.90;;;;;;;46.78;1.27;46.78;0.70;;;;;;;42.77;-0.70;;
32.79;;42.83;;-0.67;42.83;319.73;42.83;309.64;46.84;20.90;;;;;;;46.84;1.27;46.84;0.70;;;;;;;42.83;-0.70;;
32.83;;42.88;;-0.64;42.88;319.71;42.88;309.58;46.90;20.91;;;;;;;46.90;1.29;46.90;0.70;;;;;;;42.88;-0.70;;
32.87;;42.93;;-0.66;42.93;319.71;42.93;309.56;46.96;20.91;;;;;;;46.96;1.26;46.96;0.70;;;;;;;42.93;-0.70;;
32.91;;42.99;;-0.67;42.99;319.76;42.99;309.63;47.02;20.91;;;;;;;47.02;1.28;47.02;0.70;;;;;;;42.99;-0.71;;
32.95;;43.04;;-0.64;43.04;319.77;43.04;309.67;47.08;20.91;;;;;;;47.07;1.27;47.08;0.70;;;;;;;43.04;-0.71;;
32.99;;43.09;;-0.65;43.09;319.72;43.09;309.65;47.13;20.91;;;;;;;47.13;1.27;47.13;0.70;;;;;;;43.09;-0.71;;
33.03;;43.15;;-0.63;43.15;319.67;43.15;309.59;47.19;20.91;;;;;;;47.19;1.28;47.19;0.70;;;;;;;43.15;-0.71;;
33.08;;43.20;;-0.59;43.20;319.72;43.20;309.64;47.25;20.90;;;;;;;47.25;1.27;47.25;0.70;;;;;;;43.20;-0.71;;
33.12;;43.25;;-0.60;43.25;319.76;43.25;309.61;47.31;20.90;;;;;;;47.31;1.28;47.31;0.70;;;;;;;43.25;-0.71;;
33.16;;43.31;;-0.59;43.31;319.76;43.31;309.61;47.37;20.90;;;;;;;47.37;1.26;47.37;0.70;;;;;;;43.31;-0.72;;
33.20;;43.36;;-0.59;43.36;319.77;43.36;309.62;47.43;20.90;;;;;;;47.42;1.27;47.43;0.70;;;;;;;43.36;-0.72;;
33.24;;43.41;;-0.58;43.41;319.72;43.41;309.69;47.48;20.90;;;;;;;47.48;1.27;47.48;0.70;;;;;;;43.41;-0.72;;
33.28;;43.47;;-0.53;43.47;319.72;43.47;309.67;47.54;20.90;;;;;;;47.54;1.28;47.54;0.70;;;;;;;43.47;-0.72;;
33.32;;43.52;;-0.48;43.52;319.77;43.52;309.60;47.60;20.91;;;;;;;47.60;1.28;47.60;0.70;;;;;;;43.52;-0.72;;
33.36;;43.57;;-0.48;43.57;319.75;43.57;309.61;47.66;20.91;;;;;;;47.66;1.26;47.66;0.70;;;;;;;43.57;-0.72;;
33.40;;43.63;;-0.51;43.63;319.66;43.63;309.59;47.72;20.91;;;;;;;47.72;1.27;47.72;0.70;;;;;;;43.63;-0.73;;
33.44;;43.68;;-0.53;43.68;319.70;43.68;309.58;47.78;20.91;;;;;;;47.77;1.27;47.78;0.70;;;;;;;43.68;-0.73;;
33.48;;43.73;;-0.48;43.73;319.76;43.73;309.63;47.83;20.91;;;;;;;47.83;1.28;47.83;0.70;;;;;;;43.73;-0.73;;
33.52;;43.79;;-0.47;43.79;319.80;43.79;309.65;47.89;20.91;;;;;;;47.89;1.28;47.89;0.70;;;;;;;43.79;-0.73;;
33.57;;43.84;;-0.53;43.84;319.72;43.84;309.69;47.95;20.91;;;;;;;47.95;1.28;47.95;0.70;;;;;;;43.84;-0.73;;
